N°,Data,ID,Postagem,Emojis da Postagem,PRU/Não-PRU,Tipo,Analise de Sentimento,Artefato
478,Wed Mar 27 01:03:46 +0000 2019,1110708959877435392,{User} sim !! ei twitter como ousas ocultar quem eu amo?? 😡😭,😡(1)😭(1),PRU,Crítica,Negativa,Twitter for Android
479,Wed Mar 27 00:32:35 +0000 2019,1110701109621018625,Meus dois melhores amigos criaram twitter como eu vo xinga eles agr❤❤ {User}  {User},❤(2),Não-PRU,,,Twitter for Android
480,Tue Mar 26 23:49:25 +0000 2019,1110690248797970433,Quando vai rolar uma suruba com os cara do Twitter aqui de Manaus?🔥😈😅,🔥(1)😈(1)😅(1),Não-PRU,,,Twitter for Android
481,Tue Mar 26 23:44:09 +0000 2019,1110688924895195136,"Quando não quero ver uma pessoa, curiosamente, é a pessoa que mais me aparece, tanto no Twitter como no Instagram 🙄",🙄(1),Não-PRU,,,Twitter for Android
482,Tue Mar 26 23:15:18 +0000 2019,1110681662516535296,mais um dia postando coisa depressiva no twitter como piada p disfarçar irraaaaaaaaaaaa to bem sim pessoal 😍 to ate rindo KKKKKKK,😍(1),Não-PRU,,,Twitter for Android
483,Tue Mar 26 21:29:04 +0000 2019,1110654929662812161,Te Bloqueando do Twitter aqui..💥,💥(1),Não-PRU,,,Twitter for Android
484,Tue Mar 26 18:09:28 +0000 2019,1110604697453412352,"{User} Eu até pensei em fazer campanha no tt ""os solitários do twitter"" ...Mais aí lembrei q ngm ia aderir 😭😂😂😂😂😂😂",😭(1)😂(6),Não-PRU,,,Twitter for Android
485,Tue Mar 26 17:43:19 +0000 2019,1110598117387354113,"Estava até pensando em excluir o twitter,mais mano kkk tem umas coisa q me animaaa demais 😁🤣😂",😁(1)🤣(1)😂(1),PRU,Elogio,Positiva,Twitter for Android
486,Tue Mar 26 17:39:52 +0000 2019,1110597247648059392,{User} Vais sair do Twitter!? Eu também acreditava no pai natal! 😂Se saires do Twitter vou ter contigo e do… {URL},😂(1),Não-PRU,,,Twitter for Android
487,Tue Mar 26 17:34:23 +0000 2019,1110595868858744833,espero que vcs arranjem um emprego ou um estudo pra parar de viver o twitter como se fosse um ensino fundamental cheio de intriga besta 🙏🙏,🙏(2),Não-PRU,,,Twitter for iPhone
488,Tue Mar 26 16:36:41 +0000 2019,1110581346290810880,{User} Tá complicado abrir Twitter aqui no trampo.😅,😅(1),PRU,Crítica,Negativa,Twitter Web Client
489,Tue Mar 26 16:24:47 +0000 2019,1110578354837700608,Quem tá no Twitter como se não tivesse 90mil coisas pra fazer levanta a mão 🙋🏻‍♀️,🙋(1)♀(1),Não-PRU,,,Twitter for iPhone
490,Tue Mar 26 16:09:22 +0000 2019,1110574471142760448,{User} {User} *Não uso o castellano aqui no twitter como é lógico.Não me expressei da melhor forma...😅,😅(1),Não-PRU,,,Twitter for Android
491,Tue Mar 26 15:24:44 +0000 2019,1110563240617168896,Nunca achei que ia usar tanto o twitter como estou usando agora kkk🤷🏻‍♂️,🤷(1)♂(1),Não-PRU,,,Twitter Web Client
492,Tue Mar 26 15:23:57 +0000 2019,1110563044114006019,"chega, minha irmã achou meu twitter aqui agora eu não posso mais fazer cantadas 😔✊ triste#",😔(1)✊(1),Não-PRU,,,Twitter for Android
493,Tue Mar 26 14:55:39 +0000 2019,1110555921523138561,"10 anos de Twitter! Como não amar a melhor rede social deste 🌎, que me proporcionou amizades incríveis e boas discu… {URL}",🌎(1),PRU,Elogio,Positiva,Twitter for Android
494,Tue Mar 26 13:54:25 +0000 2019,1110540509917954049,Tentando voltar pro Twitter mais uma vez! Será que agora vai? 😂,😂(1),Não-PRU,,,Twitter for iPhone
495,Tue Mar 26 11:37:49 +0000 2019,1110506135566589953,{User} bom dia!!! Podíamos ter atualização das linhas via twitter mais cedo ?🙃,🙃(1),PRU,Sugestão,Neutra,Twitter for Android
496,Tue Mar 26 09:04:07 +0000 2019,1110467453560279042,A professora de português aqui sofre principalmente no twitter. Aqui a gente nem tem a opção de editar. 😫😓 {URL},😫(1)😓(1),PRU,Crítica,Negativa,Twitter for Android
497,Tue Mar 26 08:07:20 +0000 2019,1110453166540234752,Tentaram desativar minha conta do Twitter mais se fuderam porque cheio a notificação pra mim 😒😡,😒(1)😡(1),Não-PRU,,,Twitter for Android
498,Tue Mar 26 07:58:35 +0000 2019,1110450964648157184,"Tu e muito Lindinho, fico te admirando direto no Twitter mais não te sigo por medo 🙈 — Medo de que? Vou te morder n… {URL}",🙈(1),Não-PRU,,,Twitter for Device not cataloged
499,Tue Mar 26 07:12:13 +0000 2019,1110439294404046849,"Essa é a terceira vez que eu tento usar o Twitter como algo construtivo pra mim, se não der certo eu vou largar de mão. 😂",😂(1),Não-PRU,,,Twitter Web App
500,Tue Mar 26 04:15:21 +0000 2019,1110394783791570944,Eu falando gente no Twitter como se todo mundo estivesse prestando atenção 🤪🤪,🤪(2),Não-PRU,,,Twitter for Android
501,Tue Mar 26 03:58:17 +0000 2019,1110390491760218112,"Porra maluco 10 anos já, que tenho twitter como assim 😮",😮(1),Não-PRU,,,Twitter for Android
502,Tue Mar 26 03:25:55 +0000 2019,1110382343871782913,Deixa eu dizer uma coisa pra vocês: o pior de ter o Twitter como aliado na tua profissão é não poder postar indireta.. 😔,😔(1),PRU,Crítica,Neutra,Twitter for iPhone
503,Tue Mar 26 02:48:58 +0000 2019,1110373047792553984,"Desativei o twitter mais a falta do que fazer foi tanta, que acabei voltando 😂😂😂",😂(3),Não-PRU,,,Twitter for Android
504,Tue Mar 26 02:38:22 +0000 2019,1110370379913199616,"Acá, usando twitter como Instagram 🙂 {URL}",🙂(1),Não-PRU,,,Twitter Web App
505,Tue Mar 26 02:22:50 +0000 2019,1110366468930187264,"ia surta com Lucas pra ele apaga a foto da capa do Twitter, mais tô com preguiça de surta, deixa p amanhã KKKKKKKKKKKKKK🤣🤣",🤣(2),Não-PRU,,,Twitter for Android
506,Tue Mar 26 00:07:58 +0000 2019,1110332530056720384,Tinha q tá fazendo um trabalho de pbl pra amanhã? Tinha... Mas tô Aki no twitter como se n tivesse nada pra fazer 🤙,🤙(1),Não-PRU,,,Twitter for Android
507,Mon Mar 25 23:28:05 +0000 2019,1110322490579058689,o mato grossense nunca mexeu tanto no twitter como hoje valeu rondonópolis 👌👌👌👍👍,👌(3)👍(2),Não-PRU,,,Twitter for Android
508,Mon Mar 25 19:39:54 +0000 2019,1110265066790752256,"{User} Meu Deus, como ngm percebeu o comportamento desse rapaz aqui no Twitter? Como ngm não viu bem notou nada. Chocada. 😱",😱(1),Não-PRU,,,Twitter Web App
509,Mon Mar 25 18:03:05 +0000 2019,1110240703051939843,"{User} {User} Esse é o melhor do Twitter, saber quem eh de verdade, basta ver o histórico de @ dos amiguinhos 😤",😤(1),PRU,Elogio,Neutra,Twitter for iPhone
510,Mon Mar 25 17:31:27 +0000 2019,1110232740329345025,"Oi não sei muito bem como funciona  o Twitter  mais a vida que segue,né não 😁😜",😁(1)😜(1),Não-PRU,,,Twitter for Android
511,Mon Mar 25 17:23:38 +0000 2019,1110230775436328962,Twitter como terapia psicológica 👈❤,👈(1)❤(1),Não-PRU,,,Twitter for Android
512,Mon Mar 25 16:49:42 +0000 2019,1110222237301387264,nossa olha como eu sou fria e enjoo de todo mundo que eu me relaciono 🤪🤪🤪🤪 e ainda vou expor isso no twitter como s… {URL},🤪(4),Não-PRU,,,Twitter for iPhone
513,Mon Mar 25 13:09:22 +0000 2019,1110166786236928002,"{User} {User} {User} {User} mas não é o presidente que usa o twitter como ""canal oficial de informação"" do governo? 🤔🤔🤔",🤔(3),Não-PRU,,,Twitter Web Client
514,Mon Mar 25 11:54:31 +0000 2019,1110147949663793153,"{User} {User} Bom dia Fran e todos amigos do Twitter, mais um dia abençoado!TMJ 💛💚🇧🇷😎Juntos somos mais fortes 💪",💛(1)💚(1)😎(1)💪(1),Não-PRU,,,Twitter for Android
515,Mon Mar 25 09:33:44 +0000 2019,1110112520029773825,"{User} 👎👎👎👎Nada a ver...Ter pensamentos contrárias ao presidente, não é ser traidor da pátria.Nada haver… {URL}",👎(4),Não-PRU,,,Twitter for Android
516,Mon Mar 25 09:19:47 +0000 2019,1110109010873778176,Tenho mm pena que o tarifário da Yorn não tenha o Twitter como apps de graça mas tem o Pokémon Go 🤦🏻‍♂️,🤦(1)♂(1),Não-PRU,,,Twitter for Android
517,Mon Mar 25 06:52:50 +0000 2019,1110072028063764481,"Tem novela melhor que o Twitter ?  Aqui tem traição, história de amor, suspense, drama, comédia, Ação, e até  ameaças de morte.😂😂😝",😂(2)😝(1),Não-PRU,,,Twitter for Android
518,Mon Mar 25 03:22:00 +0000 2019,1110018968985747456,"Tenho tanto trabalho para fazer, e sigo plena deitada no sofá, mechendo no twitter, como se nada tivesse acontecendo 😂😂😂😂",😂(4),Não-PRU,,,Twitter for Android
519,Fri Mar 29 19:00:25 +0000 2019,1111704683477901312,"Carai twitter, bem melhor assim!! 🖤 {URL}",🖤(1),PRU,Elogio,Positiva,Twitter for iPhone
520,Fri Mar 29 15:58:24 +0000 2019,1111658875747557376,"Mais um ícone está entre nós nesse site chamado twitter, bem vindo migo {User} ❤",❤(1),Não-PRU,,,Twitter for Android
521,Fri Mar 29 14:30:39 +0000 2019,1111636792908890113,"Tô dando uma interagida com o {User}, ver se ganho uns seguimores 😘",😘(1),Não-PRU,,,Twitter for Android
522,Fri Mar 29 13:38:25 +0000 2019,1111623647565893633,"Eu nem amando esse Twitter bem dark, todo preto! 🖤",🖤(1),PRU,Elogio,Positiva,Twitter for iPhone
523,Fri Mar 29 12:24:23 +0000 2019,1111605015645487104,n há nada melhor que vir ao twitter ver as fotos do Mykyta depois de ele sair à noite 👌,👌(1),Não-PRU,,,Twitter Web Client
524,Fri Mar 29 12:08:03 +0000 2019,1111600905537941504,FUTSAL ⚽ | Comercial Futsal Ribeirão joga pela liderança da Taça EPTV nesta segunda-feira🔶 Leia em… {URL},⚽(1)🔶(1),Não-PRU,,,Twitter for Android
525,Fri Mar 29 10:16:52 +0000 2019,1111572925671526400,{User} {User} Bom día Ma❤,❤(1),Não-PRU,,,Twitter for Android
526,Fri Mar 29 10:08:51 +0000 2019,1111570910534877184,"Si no vols que tho contin, segueix-nos! Som a Twitter, facebook i a Instagram:👉{User} #Somaunclic… {URL}",👉(1),Não-PRU,,,Twitter Web Client
527,Fri Mar 29 10:03:09 +0000 2019,1111569474824650754,{User} {User} Bom dia anjo 😊 uma linda manhã pra vc 😘,😊(1)😘(1),Não-PRU,,,Twitter for Android
528,Fri Mar 29 04:50:28 +0000 2019,1111490786447769601,Twitter bom é quando quase ninguém sabe da sua conta 🤷🏻‍♀️,🤷(1)♀(1),Não-PRU,,,Twitter for iPhone
529,Fri Mar 29 04:40:40 +0000 2019,1111488320876486656,"Twitter, facebook,instagram,são só rede sociais nao é minha vida não.😉",😉(1),Não-PRU,,,Twitter for Android
530,Fri Mar 29 03:21:49 +0000 2019,1111468476659613696,"Mensagem no WhatsApp, Instagram, Twitter, Facebook, vou tentar responder a todos ❤️",❤(1),Não-PRU,,,Twitter for iPhone
531,Fri Mar 29 02:50:28 +0000 2019,1111460587408711680,Palhaçada essa do twitter ter a opção de ficar preto só no app store 🙄💔,🙄(1)💔(1),PRU,Crítica,Negativa,Twitter for Android
532,Fri Mar 29 01:21:23 +0000 2019,1111438167251390470,Meu Twitter bem Dark 👌🏼 {URL},👌(1),PRU,Elogio,Neutra,Twitter for iPhone
533,Fri Mar 29 00:30:05 +0000 2019,1111425260195184640,Dedos cruzados? 🤞Acordou: Xiaomi Brasil retorna ao Twitter e Facebook | AndroidPIT #maislidas… {URL},🤞(1),Não-PRU,,,Twitter for Device not cataloged
534,Thu Mar 28 23:41:53 +0000 2019,1111413128221188098,"{User} ler as respostas dá um nojo desses dementes do twitter, bom trocadilho e ficou linda pra caralho 👏🏻",👏(1),Não-PRU,,,Twitter for iPhone
535,Thu Mar 28 15:44:43 +0000 2019,1111293047441100800,Eu e {User} conversando no Twitter bem de boa 🤣🤣 parecendo que estamos falando pelo whats kkkkk 🤣👏🏻🤪,🤣(3)👏(1)🤪(1),Não-PRU,,,Twitter for iPhone
536,Thu Mar 28 14:21:31 +0000 2019,1111272108972220416,Deixei agora esse Twitter bem aleatório pois estou meio 💔 com o b!atd vulgo p!atd,💔(1),Não-PRU,,,Twitter for iPhone
537,Thu Mar 28 13:31:33 +0000 2019,1111259533819678721,"sou uma analfabeta no twitter !! BOM DIA BRASIL, BOM DIA ITÁLIA 😍",😍(1),Não-PRU,,,Twitter Web Client
538,Thu Mar 28 13:17:32 +0000 2019,1111256004237447169,EU VI UM DEMÔNIO - TIO DIH CONTA SUA HISTÓRIA REAL 🎥🎬😈👿 #G1 #BBB19 #RedeBBB #ReporteElectrico #TheNoite… {URL},🎥(1)🎬(1)😈(1)👿(1),Não-PRU,,,Twitter for Android
539,Thu Mar 28 13:14:14 +0000 2019,1111255176495677441,EU VI UM DEMÔNIO - TIO DIH CONTA SUA HISTÓRIA REAL 🎥🎬😈👿 #G1 #BBB19 #ReporteElectrico #TheNoite#RedeBBB #Terror… {URL},🎥(1)🎬(1)😈(1)👿(1),Não-PRU,,,Twitter for Android
540,Thu Mar 28 12:54:48 +0000 2019,1111250284620206086,Não aguento com Heb no twitter dia de jogo.. me acabo 😂😂,😂(2),Não-PRU,,,Twitter for Android
541,Thu Mar 28 10:00:05 +0000 2019,1111206317191032833,Que entrar no twitter ver minhas coisas então olha !!depois não adianta reclamar das minhas atitudes mlk 👍🏻,👍(1),Não-PRU,,,Twitter for Android
542,Thu Mar 28 09:40:28 +0000 2019,1111201378402271232,{User} Esperar o quê de quem age feito um adolescente raivoso no twitter?Bom dia Boulos ✌,✌(1),Não-PRU,,,Twitter Web App
543,Thu Mar 28 08:35:00 +0000 2019,1111184903142547456,[#SocialMedia] Team #Twitter ou team #Facebook ? 🐦👥Par {User}://t.co/kGIENOsZwk#RéseauxSociaux #CommunityManagement,🐦(1)👥(1),Não-PRU,,,Twitter for Device not cataloged
544,Thu Mar 28 05:34:03 +0000 2019,1111139366481600512,"N aguento mais ver status do wpp , Instagram , twitter , Facebook preciso dormir 😴",😴(1),PRU,Crítica,Negativa,Twitter for Android
545,Thu Mar 28 05:20:03 +0000 2019,1111135843631185921,"A Sílvia entra no twitter bem quando eu tô dormindo, aí quando acordo ela já foi embora 😢",😢(1),Não-PRU,,,Twitter for Android
546,Thu Mar 28 05:05:05 +0000 2019,1111132077498482689,"Eu tento sair do Twitter, ir dormir, mas esses jogadores não deixam 🤦🏾‍♂️",🤦(1)♂(1),Não-PRU,,,Twitter for iPhone
547,Thu Mar 28 03:56:19 +0000 2019,1111114769241722881,"O twitter bem que poderia ter uma opção de salvar as tags... tipo, poderíamos fazer grupos de tags e deixar salvas. 😅🤘",😅(1)🤘(1),PRU,Sugestão,Positiva,Twitter for iPhone
548,Thu Mar 28 03:21:19 +0000 2019,1111105963833114624,"{User} Beleza, torcemos pela recuperação, mas não acredito muito que nosso Abelnossauro 🦖 saiba minimamente o qu… {URL}",🦖(1),Não-PRU,,,Twitter for iPhone
549,Thu Mar 28 03:17:30 +0000 2019,1111105001869463552,{User} Vixi o presidente governa o Twitter dia e noite  😃😃😃😃😃😃😃😃,😃(8),Não-PRU,,,Twitter Web App
550,Thu Mar 28 02:07:14 +0000 2019,1111087319786946561,"É eu entrar no twitter, ver certas coisas e ficar triste 🙄",🙄(1),PRU,Crítica,Negativa,Twitter for Android
551,Thu Mar 28 02:02:49 +0000 2019,1111086205737816064,Twitter bem novinho 😍,😍(1),PRU,Elogio,Positiva,Twitter for Android
552,Thu Mar 28 01:28:46 +0000 2019,1111077639127740416,Twitter dia de jogo fica um saco 🤦🏾‍♀️,🤦(1)♀(1),Não-PRU,,,Twitter for Android
553,Wed Mar 27 16:38:38 +0000 2019,1110944227742109696,{User} Cuidado ele instalar Twitter ver isso que falaste sobre ele😂😂😂😂💔,😂(4)💔(1),Não-PRU,,,Twitter for iPhone
554,Wed Mar 27 15:29:24 +0000 2019,1110926803022032896,"Twitter, face, Instagram e a TELEVISÃO!Tem pessoas que são simples e não gostam de celular e nem de internet que assiste tv. 😬",😬(1),Não-PRU,,,Twitter for iPhone
555,Wed Mar 27 14:46:48 +0000 2019,1110916083576266752,"Convido a todos a louvar ao Senhor Jesus Cristo, Hillsong United,Oceans .🤗Convido a todos amados irmãos em Cristo… {URL}",🤗(1),Não-PRU,,,Twitter for Device not cataloged
556,Wed Mar 27 12:51:04 +0000 2019,1110886958715285504,deviam ter aprendido com o alexandre ernst a botar emojizinhoNO TWITTER/FACEBOOK = 🦁NO CONGRESSO = 🐱 {URL},🦁(1)🐱(1),Não-PRU,,,Twitter Web Client
557,Wed Mar 27 12:41:10 +0000 2019,1110884466082435072,Preciso muito de vossa ajuda Deus no Comando Contando com meus irmãos do Twitter Bom dia🙏💥🙏 {URL},🙏(2)💥(1),Não-PRU,,,Twitter for Android
558,Wed Mar 27 10:53:11 +0000 2019,1110857292352839682,"se quiserem falar comigo vai ter que ser pelo Twitter pq A única rede social que eu uso na escola é o Twitter. Bom dia, tmj 💖🥰",💖(1),Não-PRU,,,Twitter for iPhone
559,Wed Mar 27 04:32:01 +0000 2019,1110761365508104193,Antes de dormir a gente vem o Twitter ver como anda a novela! 💆🏾‍♂️,💆(1)♂(1),Não-PRU,,,Twitter for iPhone
560,Wed Mar 27 00:10:26 +0000 2019,1110695535944654848,quem passa falando de sexo no twitter..... bom kkk falo nd🤭,🤭(1),Não-PRU,,,Twitter for Android
561,Tue Mar 26 23:41:39 +0000 2019,1110688293484748800,Agora ela também tem twitter! Bem vinda {User} ❤️,❤(1),Não-PRU,,,Twitter for Android
562,Tue Mar 26 19:35:57 +0000 2019,1110626462300811269,Tô sem tempo até para twitter bem triste 😪😥,😪(1)😥(1),Não-PRU,,,Twitter for Android
563,Tue Mar 26 17:16:26 +0000 2019,1110591352444588032,"{User} wsapp , insta , twitter , facebook 🤓",🤓(1),Não-PRU,,,Twitter for Android
564,Tue Mar 26 17:00:19 +0000 2019,1110587296913506305,"Twitter, Facebook, Instagram... Seguimos creciendo 👍📲 ¡Gracias orelluts! ⚪️⚫️#PPO {URL}",👍(1)📲(1)⚪(1)⚫(1),Não-PRU,,,Twitter Web Client
565,Tue Mar 26 15:32:08 +0000 2019,1110565101340372995,MOTOVELOCIDADE 🏍🌪 | Guto Figueiredo garante pódio na primeira etapa da temporada.🔶 Leia em… {URL},🏍(1)🌪(1)🔶(1),Não-PRU,,,Twitter for Android
566,Tue Mar 26 14:58:56 +0000 2019,1110556746353913856,Já é o terceiro dia que eu entro do Twitter bem na hora que a Fram escreve 3 minutos...  😒 hahahahahah {URL},😒(1),Não-PRU,,,Twitter for Android
567,Tue Mar 26 11:21:58 +0000 2019,1110502146397622272,"""Welcome to your lifeTheres no turning back...""🎶----- Tears for Tears - Everybody Wants to Rule the World -----… {URL}",🎶(1),Não-PRU,,,Twitter for Android
568,Tue Mar 26 03:16:32 +0000 2019,1110379982013063168,"Penso: uma olhada no Twitter, face, pronto, esqueço do direct e do wtpp, ou dormi 🤷🏻‍♀️",🤷(1)♀(1),Não-PRU,,,Twitter for iPhone
569,Tue Mar 26 03:06:10 +0000 2019,1110377373214609408,Quando a vibe do Michael Jackson bate no momento errado kkkkk 😂😂😂😂🤣🤣🤣🤣🤣🤣😂😂😂😂#instagram #twitter #facebook… {URL},😂(8)🤣(6),Não-PRU,,,Twitter for Device not cataloged
570,Tue Mar 26 02:27:05 +0000 2019,1110367540600074240,"Só foi entrar no Twitter, ver a tag e começar a acompanhar #OCravoEARosaNoVIVA 🙃 Pelo menos a estreia!",🙃(1),Não-PRU,,,Twitter for iPhone
571,Mon Mar 25 20:42:17 +0000 2019,1110280767563853824,{User} o facto do Twitter ter gifs da Teresa Guilherme 😍😍😍,😍(3),PRU,Elogio,Positiva,Twitter for iPhone
572,Mon Mar 25 19:00:13 +0000 2019,1110255082417934336,Eu acho o twitter bem chatinho no fim de semana mas pelo jeito perdi o surubão de Rondonópolis. 🤔,🤔(1),Não-PRU,,,Twitter Web App
573,Mon Mar 25 12:57:02 +0000 2019,1110163681906692097,Olá Twitter ! Bom Dia 💛,💛(1),Não-PRU,,,Twitter Web Client
574,Mon Mar 25 00:36:56 +0000 2019,1109977428733165568,Conheci só metade do casal maldito hoje. 😞E o {User} parece que só quando a gente comemorar 15 anos de amiz… {URL},😞(1),Não-PRU,,,Twitter Web Client
575,Mon Mar 25 00:09:55 +0000 2019,1109970631653801985,{User} {User} Qeria conhecer os palmeirenses do Twitter  mais moro longe🙈🙈🙈,🙈(3),Não-PRU,,,Twitter for Android
576,Sun Mar 24 21:40:06 +0000 2019,1109932928723763202,"{User} {User} Pergunto isso pq amo o Twitter, mais só matuto do interior sabe né 😅",😅(1),Não-PRU,,,Twitter for iPhone
